,AbnormalExtFormActionR,AbnormalFormAction,AgeDomain,AtSymbol,DomainInSubdomains,DoubleSlashInPath,EmbeddedBrandName,ExtFavicon,ExtMetaScriptLinkRT,FakeLinkInStatusBar,FrequentDomainNameMismatch,HostnameLength,HttpsInPath,IframeOrFrame,ImagesOnlyInForm,IpAddress,Malicious,MissingTitle,NoHttps,NumAmpersand,NumDash,NumDashInHost,NumDots,NumHash,NumNumericChars,NumPercent,NumQueryComponents,NumSensitiveWords,NumUnderscore,PathLength,PathLevel,PctExtHyperlinks,PctExtNullSelfRedirectHyperlinksRT,PctExtResourceUrls,PctExtResourceUrlsRT,PctNullSelfRedirectHyperlinks,PopUpWindow,QueryLength,RelativeFormAction,RightClickDisabled,SubdomainLevel,SubdomainLevelRT,SubmitInfoToEmail,TildeSymbol,URL,UrlLength,UrlLengthRT,rank_country,rank_host,src_escape_cnt,src_eval_cnt,src_exec_cnt,src_search_cnt
0,-1,0,0,0,0,0,1,0,-1,0,1,17,0,-1,0,0,0,1.0,0,0,1,0,3,0,6,0,0,1,0,20,2,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,autoroute30.qc.ca/en/a30-30images.asp,44,1,-1,-1,0,0,0,0
1,-1,0,0,0,0,0,1,0,-1,0,1,17,0,-1,0,0,0,1.0,0,0,0,0,2,0,2,0,0,0,0,4,2,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,autoroute30.qc.ca/en/,28,1,-1,-1,0,0,0,0
2,-1,0,0,0,0,0,0,0,-1,0,1,24,0,-1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,autorepairwentzville.com/,32,1,-1,-1,0,0,0,0
3,-1,0,0,0,0,0,0,0,-1,0,1,32,0,-1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,automobiletransportcompanies.org/,40,1,-1,-1,0,0,0,0
4,-1,0,1,0,0,0,1,0,-1,0,1,16,0,-1,0,0,0,1.0,0,0,9,0,1,0,14,0,0,0,0,69,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,automotive21.com/2407/chilton-dodge-caravan-voyager-repair-manual-for-year-1996-2002/,92,-1,-1,-1,0,0,0,0
5,-1,0,0,0,0,0,0,0,-1,0,1,32,0,-1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,automotiveengineeringschools.org/,40,1,-1,-1,0,0,0,0
6,-1,0,0,0,0,0,0,0,-1,0,1,29,0,-1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,automotivealternativesllc.com/,37,1,-1,-1,0,0,0,0
7,-1,0,0,0,0,0,0,0,-1,0,1,25,0,-1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,autonomybibliography.info/,33,1,-1,-1,0,0,0,0
8,1,0,0,0,1,0,1,1,1,0,1,8,0,-1,0,1,0,,1,0,8,0,1,0,4,0,0,0,0,55,2,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,-1,0,autos.ca/car-test-drives/test-drive-2004-pontiac-grand-prix-gtp,71,1,-1,-1,0,0,0,0
9,1,0,0,0,1,0,1,1,1,0,1,8,0,-1,0,1,0,,1,0,9,0,1,0,8,0,0,0,0,66,2,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,-1,0,autos.ca/used-car-reviews/used-vehicle-review-pontiac-grand-prix-1997-2001,82,-1,-1,-1,0,0,0,0
