,AbnormalExtFormActionR,AbnormalFormAction,AgeDomain,AtSymbol,DomainInSubdomains,DoubleSlashInPath,EmbeddedBrandName,ExtFavicon,ExtMetaScriptLinkRT,FakeLinkInStatusBar,FrequentDomainNameMismatch,HostnameLength,HttpsInPath,IframeOrFrame,ImagesOnlyInForm,IpAddress,Malicious,MissingTitle,NoHttps,NumAmpersand,NumDash,NumDashInHost,NumDots,NumHash,NumNumericChars,NumPercent,NumQueryComponents,NumSensitiveWords,NumUnderscore,PathLength,PathLevel,PctExtHyperlinks,PctExtNullSelfRedirectHyperlinksRT,PctExtResourceUrls,PctExtResourceUrlsRT,PctNullSelfRedirectHyperlinks,PopUpWindow,QueryLength,RelativeFormAction,RightClickDisabled,SubdomainLevel,SubdomainLevelRT,SubmitInfoToEmail,TildeSymbol,URL,UrlLength,UrlLengthRT,rank_country,rank_host,src_escape_cnt,src_eval_cnt,src_exec_cnt,src_search_cnt
0,1,0,0,0,0,0,1,-1,1,0,1,7,0,1,0,1,1,0.0,1,0,0,0,1,0,3,0,0,0,0,7,1,100.0,0.0,1.0,1,0.0,-1,0,0,-1,0,-1,1,0,prnt.sc/c6d92t,22,1,-1,-1,0,0,0,0
1,1,0,0,0,0,0,1,-1,1,0,1,7,0,1,0,1,1,0.0,1,0,0,0,1,0,2,0,0,0,0,7,1,100.0,0.0,1.0,1,0.0,-1,0,0,-1,0,-1,1,0,prnt.sc/c6d8kv,22,1,-1,-1,0,0,0,0
2,1,0,1,0,1,0,1,1,1,0,1,17,0,1,0,1,1,0.0,1,4,1,0,2,0,26,2,5,0,0,1,1,1.0,1.0,1.0,1,1.0,-1,114,0,-1,1,0,1,0,onedrive.live.com/?authkey=%21AFFNw-sp1XcbMHQ&amp;cid=C58CFA13A0C74C23&amp;id=C58CFA13A0C74C23%21204&amp;parId=root&amp;action=locate,141,-1,-1,-1,0,0,0,0
3,1,0,1,0,0,0,0,1,1,0,1,22,0,1,0,1,1,0.0,1,0,0,0,2,0,0,0,0,1,0,26,5,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,diamondcreationslb.com/cms/brand/lb/draft/up.php,56,1,-1,-1,0,0,0,0
4,1,0,1,0,0,0,0,1,1,0,1,22,0,1,0,1,1,0.0,1,0,0,0,1,0,0,0,0,0,0,20,5,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,diamondcreationslb.com/cms/brand/lb/draft/,50,1,-1,-1,0,0,0,0
5,1,0,1,0,0,0,0,1,1,0,1,22,0,1,0,1,1,0.0,1,0,0,0,1,0,0,0,0,0,0,19,4,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,diamondcreationslb.com/cms/brand/lb/draft,49,1,-1,-1,0,0,0,0
6,1,0,1,0,0,0,0,1,1,0,1,22,0,1,0,1,1,0.0,1,0,0,0,2,0,0,0,0,0,0,29,5,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,diamondcreationslb.com/cms/brand/lb/draft/index.htm,59,1,-1,-1,0,0,0,0
7,1,0,1,0,0,0,1,1,1,0,1,37,0,1,0,1,1,0.0,1,0,4,4,3,0,12,0,0,0,1,19,3,1.0,1.0,1.0,1,1.0,-1,0,0,-1,2,1,1,0,ip-160-153-41-160.ip.secureserver.net/mod_article/dafe6/,64,1,-1,-1,0,0,0,0
8,1,0,1,0,0,0,0,1,1,0,1,28,0,1,0,1,1,0.0,1,0,0,0,2,0,1,0,0,1,0,20,4,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,advantageinspections4you.com/bim/wr/cd/index.php,56,1,-1,-1,0,0,0,0
9,1,0,1,0,0,0,0,1,1,0,1,17,0,1,0,1,1,0.0,1,0,2,1,2,0,0,0,0,0,0,13,1,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,union-apparel.com/.Mail-Server,38,1,-1,-1,0,0,0,0
